date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:21:27	29443/29443	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:26%20GMT	http://vlxddaiphucvinh.net/san-pham	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/san-pham.html	(from http://vlxddaiphucvinh.net/)
22:21:28	25195/25195	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:27%20GMT	http://vlxddaiphucvinh.net/cat-xay-dung	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/cat-xay-dung.html	(from http://vlxddaiphucvinh.net/)
22:21:28	26628/26628	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:27%20GMT	http://vlxddaiphucvinh.net/da-xay-dung	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/da-xay-dung.html	(from http://vlxddaiphucvinh.net/)
22:21:29	49519/49519	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:28%20GMT	http://vlxddaiphucvinh.net/bang-gia	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/bang-gia.html	(from http://vlxddaiphucvinh.net/)
22:21:29	22072/22072	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:28%20GMT	http://vlxddaiphucvinh.net/dich-vu	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/dich-vu.html	(from http://vlxddaiphucvinh.net/)
22:21:30	26063/26063	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:29%20GMT	http://vlxddaiphucvinh.net/tin-tuc	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/tin-tuc.html	(from http://vlxddaiphucvinh.net/)
22:21:30	29298/29298	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:29%20GMT	http://vlxddaiphucvinh.net/lien-he	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/lien-he.html	(from http://vlxddaiphucvinh.net/)
22:21:31	42380/42380	---M--	200	added ('OK')	image/jpeg	etag:%225d9ef34d-a58c%22	http://vlxddaiphucvinh.net/upload/hinhanh/bg-head-02-5582_1366x151.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/hinhanh/bg-head-02-5582_1366x151.jpg	(from http://vlxddaiphucvinh.net/)
22:21:34	111819/111819	---M--	200	added ('OK')	image/png	etag:%225d9ef34e-1b4cb%22	http://vlxddaiphucvinh.net/upload/hinhanh/logo-03-915_199x140.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/hinhanh/logo-03-915_199x140.png	(from http://vlxddaiphucvinh.net/)
22:21:36	64491/64491	---M--	200	added ('OK')	image/jpeg	etag:%2262209264-fbeb%22	http://vlxddaiphucvinh.net/upload/hinhanh/z3227930772755-8b257b26030d5b9ca1cde07530bccd99-7964_545x123.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/hinhanh/z3227930772755-8b257b26030d5b9ca1cde07530bccd99-7964_545x123.jpg	(from http://vlxddaiphucvinh.net/)
22:21:49	95852/95852	---M--	200	added ('OK')	image/jpeg	etag:%225d9ef34e-1766c%22	http://vlxddaiphucvinh.net/upload/hinhanh/gthieu-03-2749_477x386.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/hinhanh/gthieu-03-2749_477x386.jpg	(from http://vlxddaiphucvinh.net/)
22:21:50	32598/32598	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:49%20GMT	http://vlxddaiphucvinh.net/da-mi-sang	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/da-mi-sang.html	(from http://vlxddaiphucvinh.net/)
22:21:55	28286/28286	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2015:21:49%20GMT	http://vlxddaiphucvinh.net/upload/baiviet/271x205x1/da-mi-sang-8647.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/baiviet/271x205x1/da-mi-sang-8647.jpg	(from http://vlxddaiphucvinh.net/)
22:21:55	32295/32295	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:54%20GMT	http://vlxddaiphucvinh.net/da-mi-bui	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/da-mi-bui.html	(from http://vlxddaiphucvinh.net/)
22:21:57	161895/161895	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2015:21:29%20GMT	http://vlxddaiphucvinh.net/upload/hinhanh/1366x500x1/140877092190517.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/hinhanh/1366x500x1/140877092190517.jpg	(from http://vlxddaiphucvinh.net/)
22:21:58	162615/162615	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2015:21:31%20GMT	http://vlxddaiphucvinh.net/upload/hinhanh/1366x500x1/856209409400023.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/hinhanh/1366x500x1/856209409400023.jpg	(from http://vlxddaiphucvinh.net/)
22:21:58	21135/21135	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2015:21:54%20GMT	http://vlxddaiphucvinh.net/upload/baiviet/271x205x1/da-mi-bui-9357.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/baiviet/271x205x1/da-mi-bui-9357.jpg	(from http://vlxddaiphucvinh.net/)
22:21:58	31669/31669	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:57%20GMT	http://vlxddaiphucvinh.net/da-1x2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/da-1x2.html	(from http://vlxddaiphucvinh.net/)
22:21:59	31907/31907	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:58%20GMT	http://vlxddaiphucvinh.net/da-0x4	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/da-0x4.html	(from http://vlxddaiphucvinh.net/)
22:22:00	33400/33400	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:21:59%20GMT	http://vlxddaiphucvinh.net/cat-xay-to	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/cat-xay-to.html	(from http://vlxddaiphucvinh.net/)
22:22:03	30068/30068	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2015:21:57%20GMT	http://vlxddaiphucvinh.net/upload/baiviet/271x205x1/da-1x2-2996.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/baiviet/271x205x1/da-1x2-2996.jpg	(from http://vlxddaiphucvinh.net/)
22:22:04	26016/26016	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2015:21:59%20GMT	http://vlxddaiphucvinh.net/upload/baiviet/271x205x1/cat-xay-to-2051.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/baiviet/271x205x1/cat-xay-to-2051.jpg	(from http://vlxddaiphucvinh.net/)
22:22:04	33758/33758	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:22:03%20GMT	http://vlxddaiphucvinh.net/cat-san-lap	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/cat-san-lap.html	(from http://vlxddaiphucvinh.net/)
22:22:04	29851/29851	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2015:21:58%20GMT	http://vlxddaiphucvinh.net/upload/baiviet/271x205x1/da-0x4-9405.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/baiviet/271x205x1/da-0x4-9405.jpg	(from http://vlxddaiphucvinh.net/)
22:22:05	32319/32319	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:22:04%20GMT	http://vlxddaiphucvinh.net/cat-be-tong	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/cat-be-tong.html	(from http://vlxddaiphucvinh.net/)
22:22:05	32464/32464	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:22:04%20GMT	http://vlxddaiphucvinh.net/da-4x6	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/da-4x6.html	(from http://vlxddaiphucvinh.net/)
22:22:08	15138/15138	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2015:22:04%20GMT	http://vlxddaiphucvinh.net/upload/baiviet/271x205x1/cat-be-tong-801.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/baiviet/271x205x1/cat-be-tong-801.jpg	(from http://vlxddaiphucvinh.net/)
22:22:08	22694/22694	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2015:22:03%20GMT	http://vlxddaiphucvinh.net/upload/baiviet/271x205x1/cat-san-lap-9215.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/baiviet/271x205x1/cat-san-lap-9215.jpg	(from http://vlxddaiphucvinh.net/)
22:22:09	24773/24773	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2015:22:05%20GMT	http://vlxddaiphucvinh.net/upload/baiviet/271x205x1/da-4x6-1916.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/baiviet/271x205x1/da-4x6-1916.jpg	(from http://vlxddaiphucvinh.net/)
22:22:09	1097/1097	---M--	404	error ('Not%20Found')	image/jpeg	date:Sun,%2027%20Nov%202022%2015:22:08%20GMT	http://img.youtube.com/vi/lscpLoLAmEc/sddefault.jpg	D:/5th-1/clonevlxd/img.youtube.com/vi/lscpLoLAmEc/sddefault.2d.delayed	(from http://vlxddaiphucvinh.net/)
22:22:10	26601/26601	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:22:09%20GMT	http://vlxddaiphucvinh.net/chinh-sach-bao-hanh	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/chinh-sach-bao-hanh.html	(from http://vlxddaiphucvinh.net/)
22:22:10	26572/26572	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:22:09%20GMT	http://vlxddaiphucvinh.net/van-chuyen-nhanh	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/van-chuyen-nhanh.html	(from http://vlxddaiphucvinh.net/)
22:22:11	24261/24261	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2015:22:10%20GMT	http://vlxddaiphucvinh.net/toc-do-chuan-nhanh	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/toc-do-chuan-nhanh.html	(from http://vlxddaiphucvinh.net/)
22:22:12	3630/3630	---M--	200	added ('OK')	image/png	etag:%225d9ef34e-e2e%22	http://vlxddaiphucvinh.net/upload/hinhanh/lkw-03-6190_34x26.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/hinhanh/lkw-03-6190_34x26.png	(from http://vlxddaiphucvinh.net/)
22:22:13	3630/3630	---M--	200	added ('OK')	image/png	etag:%225d9ef34e-e2e%22	http://vlxddaiphucvinh.net/upload/hinhanh/lkw-05-4513_34x26.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/hinhanh/lkw-05-4513_34x26.png	(from http://vlxddaiphucvinh.net/)
22:22:14	3630/3630	---M--	200	added ('OK')	image/png	etag:%225d9ef34e-e2e%22	http://vlxddaiphucvinh.net/upload/hinhanh/lkw-07-2859_34x26.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/hinhanh/lkw-07-2859_34x26.png	(from http://vlxddaiphucvinh.net/)
22:22:15	3630/3630	---M--	200	added ('OK')	image/png	etag:%225d9ef34e-e2e%22	http://vlxddaiphucvinh.net/upload/hinhanh/lkw-09-8149_34x26.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/hinhanh/lkw-09-8149_34x26.png	(from http://vlxddaiphucvinh.net/)
22:22:15	251262/251262	---M--	200	added ('OK')	image/jpeg	etag:%2262209a34-3d57e%22	http://vlxddaiphucvinh.net/upload/hinhanh/z3227978015987-65b56c5d43e1503445684fbfa4cc717a-2435_1366x354.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/upload/hinhanh/z3227978015987-65b56c5d43e1503445684fbfa4cc717a-2435_1366x354.jpg	(from http://vlxddaiphucvinh.net/)
22:22:16	7200/7200	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d9ef339-1c20%22	http://vlxddaiphucvinh.net/js/jquery-migrate-1.2.1.min.js	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/jquery-migrate-1.2.1.min.js	(from http://vlxddaiphucvinh.net/)
22:22:18	49797/49797	---M--	200	added ('OK')	image/jpeg	etag:%221558716565%22	http://img.youtube.com/vi/5wMwnMD-lgs/sddefault.jpg	D:/5th-1/clonevlxd/img.youtube.com/vi/5wMwnMD-lgs/sddefault.jpg	(from http://vlxddaiphucvinh.net/)
22:22:18	65237/65237	---M--	200	added ('OK')	image/jpeg	etag:%221587177256%22	http://img.youtube.com/vi/e5TQxSyIt30/sddefault.jpg	D:/5th-1/clonevlxd/img.youtube.com/vi/e5TQxSyIt30/sddefault.jpg	(from http://vlxddaiphucvinh.net/)
22:22:18	34258/34258	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d9ef33a-85d2%22	http://vlxddaiphucvinh.net/js/jquery.mmenu.min.all.js	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/jquery.mmenu.min.all.js	(from http://vlxddaiphucvinh.net/)
22:22:19	2717/2717	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d9ef337-a9d%22	http://vlxddaiphucvinh.net/main.js	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/main.js	(from http://vlxddaiphucvinh.net/)
22:22:19	40135/40135	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d9ef33a-9cc7%22	http://vlxddaiphucvinh.net/js/slick.min.js	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/slick.min.js	(from http://vlxddaiphucvinh.net/)
22:22:19	8221/8221	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d9ef337-201d%22	http://vlxddaiphucvinh.net/my_script.js	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/my_script.js	(from http://vlxddaiphucvinh.net/)
22:22:20	3393/3393	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d9ef349-d41%22	http://vlxddaiphucvinh.net/js/jssor/jssor_1_slider_init.js	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/jssor/jssor_1_slider_init.js	(from http://vlxddaiphucvinh.net/)
22:22:20	171/171	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2027%20Nov%202022%2015:22:19%20GMT	http://s7.addthis.com/js/300/addthis_widget.js	D:/5th-1/clonevlxd/s7.addthis.com/js/300/addthis_widget.3e.delayed	(from http://vlxddaiphucvinh.net/)
22:22:20	96001/96001	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d9ef339-17701%22	http://vlxddaiphucvinh.net/js/jquery-1.11.3.min.js	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/jquery-1.11.3.min.js	(from http://vlxddaiphucvinh.net/)
22:22:21	49235/49235	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d9ef349-c053%22	http://vlxddaiphucvinh.net/js/jssor/jssor.slider-25.2.0.min.js	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/jssor/jssor.slider-25.2.0.min.js	(from http://vlxddaiphucvinh.net/)
22:22:22	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22495512f1306ffcaaa1c6a247859f97ec%22	http://connect.facebook.net/vi_VN/sdk.js	D:/5th-1/clonevlxd/connect.facebook.net/vi_VN/sdk.js	(from http://vlxddaiphucvinh.net/)
22:22:23	361292/361292	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f971164-5834c%22	https://s7.addthis.com/js/300/addthis_widget.js	D:/5th-1/clonevlxd/s7.addthis.com/js/300/addthis_widget.js	(from http://vlxddaiphucvinh.net/)
22:22:25	884/884	---MC-	200	added ('OK')	text/javascript	date:Sun,%2027%20Nov%202022%2015:22:22%20GMT	https://www.google.com/recaptcha/api.js?render=6Lcz4rwUAAAAAMA-Lkbs5spdVHiPOl88GK4Kbtr6	D:/5th-1/clonevlxd/www.google.com/recaptcha/apief80.js	(from http://vlxddaiphucvinh.net/)
22:22:25	7154/7154	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d9ef33a-1bf2%22	http://vlxddaiphucvinh.net/js/wow.min.js	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/wow.min.js	(from http://vlxddaiphucvinh.net/)
22:22:25	795/795	---M--	200	added ('OK')	image/png	etag:%2231b-5948aa2ccd320%22	http://vlxddaiphucvinh.net/images/icon-t3.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/images/icon-t3.png	(from http://vlxddaiphucvinh.net/)
22:22:25	522/522	---M--	200	added ('OK')	image/png	etag:%2220a-5948aa2ccea90%22	http://vlxddaiphucvinh.net/images/icon-t4.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/images/icon-t4.png	(from http://vlxddaiphucvinh.net/)
22:22:26	19835/19835	---MCZ	200	added ('OK')	text/css	etag:W/%225d9ef349-4d7b%22	http://vlxddaiphucvinh.net/js/contactus/jquery.contactus.min.css	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/contactus/jquery.contactus.min.css	(from http://vlxddaiphucvinh.net/)
22:22:26	19380/19380	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d9ef349-4bb4%22	http://vlxddaiphucvinh.net/js/contactus/jquery.contactus.min.js	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/contactus/jquery.contactus.min.js	(from http://vlxddaiphucvinh.net/)
22:22:26	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef360-4f6f%22	http://vlxddaiphucvinh.net/js/bootstrap/fonts/glyphicons-halflings-regular.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://vlxddaiphucvinh.net/js/bootstrap/css/bootstrap.min.css)
22:22:28	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef360-4f6f%22	http://vlxddaiphucvinh.net/js/bootstrap/fonts/glyphicons-halflings-regular.eot?	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://vlxddaiphucvinh.net/js/bootstrap/css/bootstrap.min.css)
22:22:29	63155/63155	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef360-f6b3%22	http://vlxddaiphucvinh.net/js/bootstrap/fonts/glyphicons-halflings-regular.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://vlxddaiphucvinh.net/js/bootstrap/css/bootstrap.min.css)
22:22:29	2798/2798	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Nov%202022%2015:22:27%20GMT	http://vlxddaiphucvinh.net/images/gach_menu.jpg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/images/gach_menu.jpg	(from http://vlxddaiphucvinh.net/style.css)
22:22:29	1490/1490	---M--	200	added ('OK')	image/png	etag:%225d9ef339-5d2%22	http://vlxddaiphucvinh.net/images/search.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/images/search.png	(from http://vlxddaiphucvinh.net/style.css)
22:22:29	1270/1270	---M--	200	added ('OK')	image/png	etag:%225d9ef339-4f6%22	http://vlxddaiphucvinh.net/images/prev_s.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/images/prev_s.png	(from http://vlxddaiphucvinh.net/style.css)
22:22:30	2472/2472	---M--	200	added ('OK')	image/png	etag:%225d9ef339-9a8%22	http://vlxddaiphucvinh.net/images/hot_03.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/images/hot_03.png	(from http://vlxddaiphucvinh.net/style.css)
22:22:30	3031/3031	---M--	200	added ('OK')	image/png	etag:%225d9ef349-bd7%22	http://vlxddaiphucvinh.net/images/icon/plus-icon.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/images/icon/plus-icon.png	(from http://vlxddaiphucvinh.net/css/default.css)
22:22:30	23320/23320	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef360-5b18%22	http://vlxddaiphucvinh.net/js/bootstrap/fonts/glyphicons-halflings-regular.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://vlxddaiphucvinh.net/js/bootstrap/css/bootstrap.min.css)
22:22:30	2798/2798	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Nov%202022%2015:22:29%20GMT	http://vlxddaiphucvinh.net/images/backgrounds/pagingBg.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/images/backgrounds/pagingBg.png	(from http://vlxddaiphucvinh.net/css/default.css)
22:22:30	2798/2798	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Nov%202022%2015:22:29%20GMT	http://vlxddaiphucvinh.net/images/backgrounds/sideGradient.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/images/backgrounds/sideGradient.png	(from http://vlxddaiphucvinh.net/css/default.css)
22:22:32	41280/41280	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef360-a140%22	http://vlxddaiphucvinh.net/js/bootstrap/fonts/glyphicons-halflings-regular.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://vlxddaiphucvinh.net/js/bootstrap/css/bootstrap.min.css)
22:22:34	79159/79159	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef349-13537%22	http://vlxddaiphucvinh.net/css/fonts/vni.common.VFRANKO.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/vni.common.VFRANKO.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:22:35	19504/19504	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef349-4c30%22	http://vlxddaiphucvinh.net/css/fonts/vni.common.VFRANKO.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/vni.common.VFRANKO.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:22:37	38514/38514	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef349-9672%22	http://vlxddaiphucvinh.net/css/fonts/vni.common.VFRANKO.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/vni.common.VFRANKO.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:22:38	38306/38306	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef349-95a2%22	http://vlxddaiphucvinh.net/css/fonts/vni.common.VFRANKO.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/vni.common.VFRANKO.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
